Reference,DOI,Order,Species,Location,Stage,Sex,Temperature,Record,Response,Unit,mean,sem,n,Source
Novaczek 1984a,10.1007/BF00392405,Laminariales,Ecklonia radiata,"Houghton Bay, New Zealand",Gametophyte,Female,14.973714,Study,Size,µm^2 cell^–1,514.497,32.96874,10,Figure 6a
Novaczek 1984a,10.1007/BF00392405,Laminariales,Ecklonia radiata,"Houghton Bay, New Zealand",Gametophyte,Female,21.581129,Study,Size,µm^2 cell^–1,399.1235,36.44775,10,Figure 6a
Novaczek 1984a,10.1007/BF00392405,Laminariales,Ecklonia radiata,"Houghton Bay, New Zealand",Gametophyte,Female,9.078426,Study,Size,cells gametophyte^–1,2.1663642,0.2251823,NA,Figure 6b
Novaczek 1984a,10.1007/BF00392405,Laminariales,Ecklonia radiata,"Houghton Bay, New Zealand",Gametophyte,Female,12.0557555,Study,Size,cells gametophyte^–1,4.580929,0.6784074,NA,Figure 6b
Novaczek 1984a,10.1007/BF00392405,Laminariales,Ecklonia radiata,"Houghton Bay, New Zealand",Gametophyte,Female,14.94819575,Study,Size,cells gametophyte^–1,6.8558745,0.6812281,NA,Figure 6b
Novaczek 1984a,10.1007/BF00392405,Laminariales,Ecklonia radiata,"Houghton Bay, New Zealand",Gametophyte,Female,21.065657,Study,Size,cells gametophyte^–1,6.252053,1.8669436,NA,Figure 6b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.78673131,HadISST,Growth,mm stipe length d^–1,0.69053143,0.26881081,5,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.01346639,HadISST,Growth,mm stipe length d^–1,0.5844185,0.2369438,8,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.2799075,HadISST,Growth,mm stipe length d^–1,0.5676682,0.11154217,9,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.59506023,HadISST,Growth,mm stipe length d^–1,0.49337733,0.07067133,12,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.63824135,HadISST,Growth,mm stipe length d^–1,0.3560991,0.0942364,10,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.79267418,HadISST,Growth,mm stipe length d^–1,0.29359528,0.12123569,6,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.29595961,HadISST,Growth,mm stipe length d^–1,0.9537787,NA,1,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.66904297,HadISST,Growth,mm stipe length d^–1,0.002375095,NA,1,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.97002286,HadISST,Growth,mm stipe length d^–1,0.3528619,0.1170907,5,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.58559073,HadISST,Growth,mm stipe length d^–1,0.3832358,0.10808395,4,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.78673131,HadISST,Growth,mm stipe length d^–1,1.0235283,0.3741324,7,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.01346639,HadISST,Growth,mm stipe length d^–1,0.9014594,0.15865136,12,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.2799075,HadISST,Growth,mm stipe length d^–1,1.7348226,0.2140715,16,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.59506023,HadISST,Growth,mm stipe length d^–1,1.1956898,0.19884426,13,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.63824135,HadISST,Growth,mm stipe length d^–1,0.36827528,0.07552111,11,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.79267418,HadISST,Growth,mm stipe length d^–1,0.52893054,0.25149014,10,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.29595961,HadISST,Growth,mm stipe length d^–1,1.7260457,0.3755061,8,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.66904297,HadISST,Growth,mm stipe length d^–1,1.3171495,0.3595891,5,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.97002286,HadISST,Growth,mm stipe length d^–1,0.48422226,0.23486529,3,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.58559073,HadISST,Growth,mm stipe length d^–1,0.2983983,0.12816101,3,Figure 2a
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.78673131,HadISST,Growth,mm stipe length d^–1,0.52038556,0.12145704,9,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.01346639,HadISST,Growth,mm stipe length d^–1,0.41058245,0.07900875,11,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.2799075,HadISST,Growth,mm stipe length d^–1,0.38922617,0.05661167,15,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.59506023,HadISST,Growth,mm stipe length d^–1,0.7310995,0.1332494,17,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.63824135,HadISST,Growth,mm stipe length d^–1,0.18144156,0.06486213,13,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.79267418,HadISST,Growth,mm stipe length d^–1,0.4266259,0.09198033,11,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.29595961,HadISST,Growth,mm stipe length d^–1,0.48191577,0.13679132,7,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.66904297,HadISST,Growth,mm stipe length d^–1,0.6940606,0.1568466,10,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.97002286,HadISST,Growth,mm stipe length d^–1,0.20924392,0.10260184,8,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.58559073,HadISST,Growth,mm stipe length d^–1,0.35655594,0.14504597,6,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.78673131,HadISST,Growth,mm stipe length d^–1,0.38039935,0.15330062,12,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.01346639,HadISST,Growth,mm stipe length d^–1,0.23405245,0.170989134,15,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.2799075,HadISST,Growth,mm stipe length d^–1,0.29289672,0.11202319,15,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.59506023,HadISST,Growth,mm stipe length d^–1,0.54631066,0.13089096,18,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.63824135,HadISST,Growth,mm stipe length d^–1,0.1558495,0.051882176,20,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.79267418,HadISST,Growth,mm stipe length d^–1,0.20997682,0.06013682,22,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.29595961,HadISST,Growth,mm stipe length d^–1,0.61551213,0.10612703,26,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.66904297,HadISST,Growth,mm stipe length d^–1,0.4255377,0.08019635,30,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.97002286,HadISST,Growth,mm stipe length d^–1,0.18839806,0.05542406,26,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.58559073,HadISST,Growth,mm stipe length d^–1,0.11042595,0.048344475,21,Figure 2b
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.2799075,HadISST,Growth,mm stipe length d^–1,0.2435373,0.07143314,14,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.59506023,HadISST,Growth,mm stipe length d^–1,0.117889434,0.053287409,6,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.63824135,HadISST,Growth,mm stipe length d^–1,0.2507529,0.04648479,13,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.79267418,HadISST,Growth,mm stipe length d^–1,0.02194219,0.02380393,12,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.29595961,HadISST,Growth,mm stipe length d^–1,0.08225474,0.029472808,8,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.66904297,HadISST,Growth,mm stipe length d^–1,0.1437064,0.028344374,10,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.97002286,HadISST,Growth,mm stipe length d^–1,0.1620853,0.08957355,7,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.58559073,HadISST,Growth,mm stipe length d^–1,0.10898832,0.061213152,4,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.78673131,HadISST,Growth,mm stipe length d^–1,0.015614766,NA,1,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.01346639,HadISST,Growth,mm stipe length d^–1,0.011328848,NA,1,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.2799075,HadISST,Growth,mm stipe length d^–1,0.536489,0.2006941,7,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.59506023,HadISST,Growth,mm stipe length d^–1,0.4380838,0.1292717,8,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.63824135,HadISST,Growth,mm stipe length d^–1,0.25915918,0.08162643,11,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.79267418,HadISST,Growth,mm stipe length d^–1,0.333061,0.09183574,11,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.29595961,HadISST,Growth,mm stipe length d^–1,0.332107,0.06575894,10,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.66904297,HadISST,Growth,mm stipe length d^–1,0.2666026,0.04761855,8,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.97002286,HadISST,Growth,mm stipe length d^–1,0.13532323,0.083894,7,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.58559073,HadISST,Growth,mm stipe length d^–1,0.10603019,0.053287414,7,Figure 2c
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.78673131,HadISST,Growth,mm stipe length d^–1,0.13392997,0.048884714,17,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.01346639,HadISST,Growth,mm stipe length d^–1,0.15750408,0.053170314,12,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.2799075,HadISST,Growth,mm stipe length d^–1,0.1982421,0.09348129,13,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.59506023,HadISST,Growth,mm stipe length d^–1,0.21409883,0.06689106,14,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.63824135,HadISST,Growth,mm stipe length d^–1,0.042150546,0.028301673,14,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.79267418,HadISST,Growth,mm stipe length d^–1,0.20980969,0.09005078,14,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.29595961,HadISST,Growth,mm stipe length d^–1,0.1776583,0.07718764,15,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.66904297,HadISST,Growth,mm stipe length d^–1,0.14807095,0.05403047,13,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.97002286,HadISST,Growth,mm stipe length d^–1,0.16050729,0.0626042,13,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.58559073,HadISST,Growth,mm stipe length d^–1,0.1094679,0.048880915,11,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.78673131,HadISST,Growth,mm stipe length d^–1,0.4136539,0.13378846,13,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.01346639,HadISST,Growth,mm stipe length d^–1,0.20567393,0.06775123,13,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.2799075,HadISST,Growth,mm stipe length d^–1,0.11433873,0.071185515,12,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.59506023,HadISST,Growth,mm stipe length d^–1,0.17822635,0.05745845,13,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.63824135,HadISST,Growth,mm stipe length d^–1,0.17178227,0.08318724,9,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.79267418,HadISST,Growth,mm stipe length d^–1,0.06158056,0.05059996,4,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.29595961,HadISST,Growth,mm stipe length d^–1,0.026862608,0.023155913,2,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.66904297,HadISST,Growth,mm stipe length d^–1,0.07102481,0.054889354,2,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.97002286,HadISST,Growth,mm stipe length d^–1,0.017422654,NA,1,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.58559073,HadISST,Growth,mm stipe length d^–1,0.003262467,NA,1,Figure 2d
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Mass,g wet mass lamina^–1,52,7.6,14,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Mass,g wet mass lamina^–1,187,24.1,12,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Mass,g wet mass lamina^–1,160,31.4,7,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Mass,g wet mass lamina^–1,124,39.5,11,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Mass,g wet mass lamina^–1,138,17.3,31,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Mass,g wet mass lamina^–1,176,17.4,21,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Mass,g wet mass lamina^–1,263,27.8,16,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Mass,g wet mass lamina^–1,259,19.9,38,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Mass,g wet mass lamina^–1,85,14.3,10,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Mass,g wet mass lamina^–1,51,5.2,22,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Mass,g wet mass lamina^–1,76,10.9,17,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Mass,g wet mass lamina^–1,116,13.8,14,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.46391044,HadISST,Mass,g wet mass lamina^–1,145,9.4,25,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,15.49455012,HadISST,Mass,g wet mass lamina^–1,140,10.5,31,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.56897645,HadISST,Mass,g wet mass lamina^–1,155,16,20,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,19.13166517,HadISST,Mass,g wet mass lamina^–1,197,23.1,20,Table 2
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,18.96600023,HadISST,Fertility,% population^–1,10.399895,NA,>19,Figure 3
Novaczek 1984b,10.1007/BF00393117,Laminariales,Ecklonia radiata,"Goat Island Bay, New Zealand",Sporophyte,NA,16.60060745,HadISST,Fertility,% population^–1,19.681118,NA,>19,Figure 3
